	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9	A	B	C	EC	Pathway_Module
K00121	0.0	0.30561403508771934	0.6496000000000001	0.0	0.0	0.30608108108108106	0.72	0.36	0.0	0.0	0.1	0.13976377952755906	0.48705882352941177	0.0	0.3142857142857143	0.0	0.48888888888888893	0.33333333333333337	0.0	0.961	0.0	0.3142857142857143	0.8004255319148937	0.0	0.3961038961038961	0.3142857142857143	0.4	0.0	0.0	0.3	0.0	0.41942857142857143	0.3413333333333333	0.3658762886597939	0.41942857142857143	0.0	0.0	0.6496000000000001	0.30561403508771934	0.0	0.41942857142857143	0.10666666666666666	0.0	0.30561403508771934	0.41942857142857143	0.28	0.6496000000000001	0.30608108108108106	A09160 Human Diseases 	B 09161 Cancers: Overview 	C 05204 Chemical carcinogenesis [PATH:ko05204] 	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	
K00123	0.0	0.6340350877192983	0.5683999999999999	0.0	0.0	0.40337837837837837	0.45000000000000007	0.84	0.0	0.0	0.09	0.18871391076115485	0.39235294117647057	0.0	0.15	0.0	0.35555555555555557	0.0	0.0	0.4092	0.0	0.15	0.33	0.0	0.0	0.15	0.0	0.0	0.0	0.44999999999999996	0.5306625577812019	0.224	0.0	0.6372680412371134	0.224	0.0	0.0	0.5683999999999999	0.6340350877192983	0.0	0.224	0.08	0.0	0.6340350877192983	0.224	0.336	0.5683999999999999	0.40337837837837837	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	
K00123	0.0	0.6340350877192983	0.5683999999999999	0.0	0.0	0.40337837837837837	0.45000000000000007	0.84	0.0	0.0	0.09	0.18871391076115485	0.39235294117647057	0.0	0.15	0.0	0.35555555555555557	0.0	0.0	0.4092	0.0	0.15	0.33	0.0	0.0	0.15	0.0	0.0	0.0	0.44999999999999996	0.5306625577812019	0.224	0.0	0.6372680412371134	0.224	0.0	0.0	0.5683999999999999	0.6340350877192983	0.0	0.224	0.08	0.0	0.6340350877192983	0.224	0.336	0.5683999999999999	0.40337837837837837	A09100 Metabolism 	B 09102 Energy metabolism 	C 00680 Methane metabolism [PATH:ko00680] 	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	
K00124	0.0	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.0	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	
K00124	0.0	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.0	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00680 Methane metabolism [PATH:ko00680] 	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	
K00127	0.0	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.0	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	fdoI, fdsG; formate dehydrogenase subunit gamma	
K00127	0.0	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.0	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00680 Methane metabolism [PATH:ko00680] 	fdoI, fdsG; formate dehydrogenase subunit gamma	
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00010 Glycolysis / Gluconeogenesis [PATH:ko00010] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00053 Ascorbate and aldarate metabolism [PATH:ko00053] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00620 Pyruvate metabolism [PATH:ko00620] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09103 Lipid metabolism 	C 00071 Fatty acid degradation [PATH:ko00071] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09103 Lipid metabolism 	C 00561 Glycerolipid metabolism [PATH:ko00561] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00280 Valine, leucine and isoleucine degradation [PATH:ko00280] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00310 Lysine degradation [PATH:ko00310] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00330 Arginine and proline metabolism [PATH:ko00330] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00340 Histidine metabolism [PATH:ko00340] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00380 Tryptophan metabolism [PATH:ko00380] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09106 Metabolism of other amino acids 	C 00410 beta-Alanine metabolism [PATH:ko00410] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09109 Metabolism of terpenoids and polyketides 	C 00981 Insect hormone biosynthesis [PATH:ko00981] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09109 Metabolism of terpenoids and polyketides 	C 00903 Limonene and pinene degradation [PATH:ko00903] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00128	0.40923076923076923	0.0	0.3074	0.0	0.0	0.0	1.44	0.21	0.48895667550839966	0.48895667550839966	0.35	0.41338582677165353	1.2852941176470587	0.0	0.2464285714285714	0.5	0.2	0.22222222222222224	0.0	0.33480000000000004	0.0	0.2464285714285714	1.186595744680851	0.48895667550839966	0.15	0.2464285714285714	0.4	0.5	0.8	0.39999999999999997	0.0	0.5415714285714286	0.0	0.13	0.5415714285714286	0.0	0.0	0.3074	0.0	0.0	0.5415714285714286	0.2577777777777778	0.0	0.0	0.5415714285714286	0.0	0.3074	0.0	A09100 Metabolism 	B 09111 Xenobiotics biodegradation and metabolism 	C 00625 Chloroalkane and chloroalkene degradation [PATH:ko00625] 	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	M00135 GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]
K00130	0.0	0.13	0.29	0.0	0.0	0.1743243243243243	0.36	0.0	0.17090185676392575	0.17090185676392575	0.0	0.1	0.31117647058823533	0.0	0.15714285714285714	0.0	0.2	0.2	0.0	0.31	0.0	0.15714285714285714	0.0	0.17090185676392575	0.2584415584415584	0.15714285714285714	0.2	0.0	0.0	0.3	0.0	0.31999999999999995	0.16	0.13	0.31999999999999995	0.52	0.0	0.29	0.13	0.0	0.31999999999999995	0.0	0.0	0.13	0.31999999999999995	0.14	0.29	0.1743243243243243	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00260 Glycine, serine and threonine metabolism [PATH:ko00260] 	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	M00555 Betaine biosynthesis, choline => betaine [PATH:map00260 map01100]
K00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.45	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00010 Glycolysis / Gluconeogenesis [PATH:ko00010] 	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map00030 map01200 map01100 map01120]
K00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.45	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00030 Pentose phosphate pathway [PATH:ko00030] 	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map00030 map01200 map01100 map01120]
K00133	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.1561679790026247	0.23	0.0	0.1607142857142857	0.5	0.4	0.3666666666666667	0.0	0.3162	0.0	0.1607142857142857	0.33	0.1703006189213086	0.15	0.1607142857142857	0.4	0.45	0.4	0.15	0.14	0.19842857142857143	0.16	0.16216494845360827	0.19842857142857143	0.52	0.25	0.29	0.13	0.2	0.19842857142857143	0.08444444444444445	0.25	0.13	0.19842857142857143	0.14	0.29	0.15	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00260 Glycine, serine and threonine metabolism [PATH:ko00260] 	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K00133	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.1561679790026247	0.23	0.0	0.1607142857142857	0.5	0.4	0.3666666666666667	0.0	0.3162	0.0	0.1607142857142857	0.33	0.1703006189213086	0.15	0.1607142857142857	0.4	0.45	0.4	0.15	0.14	0.19842857142857143	0.16	0.16216494845360827	0.19842857142857143	0.52	0.25	0.29	0.13	0.2	0.19842857142857143	0.08444444444444445	0.25	0.13	0.19842857142857143	0.14	0.29	0.15	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00270 Cysteine and methionine metabolism [PATH:ko00270] 	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K00133	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.1561679790026247	0.23	0.0	0.1607142857142857	0.5	0.4	0.3666666666666667	0.0	0.3162	0.0	0.1607142857142857	0.33	0.1703006189213086	0.15	0.1607142857142857	0.4	0.45	0.4	0.15	0.14	0.19842857142857143	0.16	0.16216494845360827	0.19842857142857143	0.52	0.25	0.29	0.13	0.2	0.19842857142857143	0.08444444444444445	0.25	0.13	0.19842857142857143	0.14	0.29	0.15	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00300 Lysine biosynthesis [PATH:ko00300] 	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K00133	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.1561679790026247	0.23	0.0	0.1607142857142857	0.5	0.4	0.3666666666666667	0.0	0.3162	0.0	0.1607142857142857	0.33	0.1703006189213086	0.15	0.1607142857142857	0.4	0.45	0.4	0.15	0.14	0.19842857142857143	0.16	0.16216494845360827	0.19842857142857143	0.52	0.25	0.29	0.13	0.2	0.19842857142857143	0.08444444444444445	0.25	0.13	0.19842857142857143	0.14	0.29	0.15	A09100 Metabolism 	B 09110 Biosynthesis of other secondary metabolites 	C 00261 Monobactam biosynthesis [PATH:ko00261] 	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00010 Glycolysis / Gluconeogenesis [PATH:ko00010] 	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377	A09100 Metabolism 	B 09102 Energy metabolism 	C 00710 Carbon fixation in photosynthetic organisms [PATH:ko00710] 	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 04066 HIF-1 signaling pathway [PATH:ko04066] 	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377	A09160 Human Diseases 	B 09164 Neurodegenerative diseases 	C 05010 Alzheimer disease [PATH:ko05010] 	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 04131 Membrane trafficking [BR:ko04131] 	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
